time,r,g,b,shutter,gain
2020-08-01T14:45:48Z,195,187,195,236,1.05078125
2020-08-01T14:55:53Z,193,185,194,255,1.05078125
2020-08-01T15:05:58Z,201,194,201,255,1.03125
2020-08-01T15:16:03Z,195,188,196,274,1.05078125
2020-08-01T15:26:07Z,191,184,192,312,1.05078125
2020-08-01T15:36:12Z,199,191,198,255,1.0078125
2020-08-01T15:46:17Z,187,180,191,274,1.05078125
2020-08-01T15:56:22Z,192,185,196,293,1.01953125
2020-08-01T16:06:27Z,175,165,171,104,2.19140625
2020-08-01T16:16:32Z,199,190,196,217,1.02734375
2020-08-01T16:26:38Z,184,175,183,255,1.0234375
2020-08-01T16:36:43Z,190,182,192,331,1.0
2020-08-01T16:46:48Z,195,188,197,350,1.0234375
2020-08-01T16:56:52Z,191,184,193,350,1.0234375
2020-08-01T17:06:57Z,196,189,197,350,1.0234375
2020-08-01T17:17:02Z,183,174,185,350,1.0234375
2020-08-01T17:27:06Z,178,169,181,501,1.0
2020-08-01T17:37:11Z,185,176,189,652,1.0
2020-08-01T17:47:16Z,191,183,194,652,1.0
2020-08-01T17:57:22Z,168,160,172,274,2.08203125
2020-08-01T18:07:27Z,181,172,184,558,1.0
2020-08-01T18:17:31Z,174,164,177,784,1.0
2020-08-01T18:27:36Z,184,176,188,1030,1.0
2020-08-01T18:37:41Z,169,161,172,1427,1.0
2020-08-01T18:47:46Z,174,166,178,1616,1.0
2020-08-01T18:57:51Z,172,162,175,2127,1.0
2020-08-01T19:07:56Z,180,172,184,2372,1.0
2020-08-01T19:18:01Z,183,175,186,2486,1.0
2020-08-01T19:28:05Z,183,172,186,2656,1.0
2020-08-01T19:38:10Z,184,174,191,2940,1.0
2020-08-01T19:48:16Z,174,165,183,1597,2.0
2020-08-01T19:58:21Z,174,164,179,1730,1.98828125
2020-08-01T20:08:27Z,174,163,177,1730,1.98828125
2020-08-01T20:18:33Z,175,166,177,1616,1.97265625
2020-08-01T20:28:38Z,181,172,184,4263,1.0
2020-08-01T20:38:43Z,173,163,176,4565,1.0
2020-08-01T20:48:48Z,200,192,203,4055,1.0
2020-08-01T20:58:53Z,197,189,200,4149,1.0
2020-08-01T21:08:58Z,184,176,188,4924,1.0
2020-08-01T21:19:02Z,183,174,191,5737,1.0
2020-08-01T21:29:07Z,172,163,182,5510,1.0
2020-08-01T21:39:12Z,165,159,183,6569,1.0
2020-08-01T21:49:17Z,157,159,189,8970,1.0
2020-08-01T21:59:22Z,136,154,200,12562,1.0
2020-08-01T22:09:27Z,143,166,211,18932,1.0
2020-08-01T22:19:32Z,118,154,209,27893,1.0
2020-08-01T22:29:36Z,121,154,207,33243,1.1640625
2020-08-01T22:39:41Z,119,153,208,33243,2.0
2020-08-01T22:49:46Z,90,121,185,33243,2.5859375
2020-08-01T22:59:51Z,50,72,130,33243,2.5859375
2020-08-01T23:09:56Z,20,35,76,33243,2.5859375
2020-08-01T23:20:02Z,22,38,83,33243,5.2265625
2020-08-01T23:30:15Z,15,26,65,28951,9.84765625
2020-08-01T23:40:23Z,7,14,41,29689,9.84765625
2020-08-01T23:50:30Z,4,9,28,29689,9.84765625
2020-08-02T00:00:38Z,2,3,11,27968,9.84765625
2020-08-02T00:10:45Z,2,3,9,28800,9.84765625
2020-08-02T00:20:52Z,1,1,4,28252,9.84765625
2020-08-02T00:30:59Z,1,1,3,28951,9.84765625
2020-08-02T00:41:07Z,0,1,1,28951,9.84765625
2020-08-02T00:51:14Z,1,1,1,28252,9.84765625
2020-08-02T01:01:21Z,1,1,1,28668,9.84765625
2020-08-02T01:11:28Z,1,1,1,28800,9.84765625
2020-08-02T01:21:35Z,0,0,0,28384,9.84765625
2020-08-02T01:31:43Z,0,0,0,28951,9.84765625
2020-08-02T01:41:50Z,0,0,0,28668,9.84765625
2020-08-02T01:51:57Z,0,0,0,29273,9.84765625
2020-08-02T02:02:04Z,1,1,0,29424,9.84765625
2020-08-02T02:12:11Z,1,1,1,28800,9.84765625
2020-08-02T02:22:18Z,1,1,1,28668,9.84765625
2020-08-02T02:32:26Z,1,1,2,28668,9.84765625
2020-08-02T02:42:33Z,1,1,3,28252,9.84765625
2020-08-02T02:52:41Z,1,2,5,28800,9.84765625
2020-08-02T03:02:49Z,2,3,9,28101,9.84765625
2020-08-02T03:12:56Z,3,4,13,29689,9.84765625
2020-08-02T03:23:03Z,3,8,25,29556,9.84765625
2020-08-02T03:33:10Z,15,24,60,30086,9.84765625
2020-08-02T03:43:16Z,20,32,72,33243,5.2265625
2020-08-02T03:53:21Z,20,31,68,33243,2.5859375
2020-08-02T04:03:26Z,43,57,105,33243,2.5859375
2020-08-02T04:13:31Z,85,103,161,33243,2.5859375
2020-08-02T04:23:36Z,123,149,204,33243,2.5859375
2020-08-02T04:33:41Z,123,154,208,33243,1.44921875
2020-08-02T04:43:46Z,125,157,210,30785,1.0
2020-08-02T04:53:50Z,167,190,230,20180,1.0
2020-08-02T05:03:55Z,167,186,227,17099,1.0
2020-08-02T05:14:00Z,145,157,202,10974,1.0
2020-08-02T05:24:05Z,160,168,203,7269,1.0
2020-08-02T05:34:10Z,183,191,220,6985,1.0
2020-08-02T05:44:16Z,163,164,193,2769,1.97265625
2020-08-02T05:54:21Z,160,159,189,1767,2.0
2020-08-02T06:04:26Z,195,190,210,3204,1.0
2020-08-02T06:14:32Z,175,167,186,1522,1.97265625
2020-08-02T06:24:38Z,171,162,183,1257,2.0
2020-08-02T06:34:44Z,179,169,188,1030,2.0
2020-08-02T06:44:49Z,180,170,186,955,2.01953125
2020-08-02T06:54:54Z,179,168,183,879,2.01953125
2020-08-02T07:04:59Z,182,171,185,1389,1.0078125
2020-08-02T07:15:04Z,172,162,176,1257,1.0
2020-08-02T07:25:09Z,174,163,178,1389,1.0
2020-08-02T07:35:14Z,179,169,183,1276,1.0078125
2020-08-02T07:45:19Z,180,170,183,1125,1.0078125
2020-08-02T07:55:25Z,179,171,183,539,1.98828125
2020-08-02T08:05:29Z,194,186,197,917,1.015625
2020-08-02T08:15:35Z,175,166,179,444,2.01953125
2020-08-02T08:25:40Z,173,164,177,406,2.1015625
2020-08-02T08:35:45Z,176,167,180,387,2.05078125
2020-08-02T08:45:51Z,173,165,177,331,2.08203125
2020-08-02T08:55:57Z,177,169,181,293,2.0
2020-08-02T09:06:02Z,171,162,175,236,2.13671875
2020-08-02T09:16:10Z,171,163,174,217,2.08203125
2020-08-02T09:26:15Z,195,187,199,444,1.0
2020-08-02T09:36:20Z,199,192,202,444,1.0
2020-08-02T09:46:25Z,172,162,175,198,2.1171875
2020-08-02T09:56:30Z,199,191,200,387,1.01953125
2020-08-02T10:06:35Z,192,185,195,387,1.01953125
2020-08-02T10:16:40Z,186,178,189,387,1.01953125
2020-08-02T10:26:45Z,182,172,186,369,1.0
2020-08-02T10:36:50Z,196,185,203,331,1.046875
2020-08-02T10:46:54Z,182,169,187,331,1.02734375
2020-08-02T10:56:59Z,176,164,185,331,1.02734375
2020-08-02T11:07:04Z,177,166,189,331,1.02734375
2020-08-02T11:17:09Z,198,189,201,312,1.01171875
2020-08-02T11:27:14Z,192,181,201,274,1.01953125
2020-08-02T11:37:19Z,160,156,189,274,1.01953125
2020-08-02T11:47:24Z,178,172,198,312,1.03515625
2020-08-02T11:57:29Z,183,175,199,274,1.01953125
2020-08-02T12:07:34Z,198,189,207,236,1.05078125
2020-08-02T12:17:39Z,179,173,198,236,1.05078125
2020-08-02T12:27:45Z,163,154,168,85,2.265625
2020-08-02T12:37:51Z,168,159,173,85,2.1171875
2020-08-02T12:47:57Z,156,147,161,66,2.171875
2020-08-02T12:58:03Z,138,129,141,47,2.5859375
2020-08-02T13:08:09Z,146,136,146,47,2.51171875
2020-08-02T13:18:15Z,133,123,131,47,2.51171875
2020-08-02T13:28:20Z,135,126,133,47,2.51171875
2020-08-02T13:38:26Z,162,151,155,47,2.08203125
2020-08-02T13:48:32Z,108,99,106,28,2.5859375
2020-08-02T13:58:38Z,126,116,120,28,2.5625
2020-08-02T14:08:44Z,112,103,110,28,2.5625
2020-08-02T14:18:49Z,137,126,129,28,2.5625
2020-08-02T14:28:55Z,129,119,126,66,2.5859375
2020-08-02T14:38:59Z,195,185,192,217,1.02734375
2020-08-02T14:49:04Z,197,188,196,255,1.05078125
2020-08-02T14:59:10Z,162,151,159,85,2.3515625
2020-08-02T15:09:21Z,171,160,168,85,2.1171875
2020-08-02T15:19:27Z,152,141,147,66,2.5859375
2020-08-02T15:29:32Z,141,131,138,85,2.44140625
2020-08-02T15:39:38Z,160,151,160,104,2.1171875
2020-08-02T15:49:44Z,143,133,142,85,2.24609375
2020-08-02T15:59:54Z,160,150,157,85,2.15234375
2020-08-02T16:09:59Z,198,190,197,198,1.046875
2020-08-02T16:20:06Z,148,137,143,85,2.46484375
2020-08-02T16:30:16Z,165,154,158,66,2.30859375
2020-08-02T16:40:23Z,136,127,133,47,2.5625
2020-08-02T16:50:28Z,152,148,158,28,2.5859375
2020-08-02T17:00:34Z,140,132,141,28,2.06640625
2020-08-02T17:10:40Z,141,131,136,28,2.06640625
2020-08-02T17:20:46Z,123,111,113,28,2.06640625
2020-08-02T17:30:56Z,199,192,201,198,1.07421875
2020-08-02T17:41:02Z,168,158,165,123,2.15234375
2020-08-02T17:51:12Z,166,154,169,425,1.0
2020-08-02T18:01:23Z,197,189,195,312,1.03125
2020-08-02T18:11:27Z,181,170,177,293,1.03515625
2020-08-02T18:21:37Z,162,153,162,350,1.0
2020-08-02T18:31:48Z,189,180,187,425,1.015625
2020-08-02T18:41:59Z,170,162,173,425,1.01953125
2020-08-02T18:52:05Z,189,181,193,633,1.0
2020-08-02T19:02:10Z,199,192,201,728,1.0
2020-08-02T19:12:15Z,169,161,174,974,1.0078125
2020-08-02T19:22:20Z,172,164,186,955,2.03515625
2020-08-02T19:32:32Z,151,142,155,463,2.5859375
2020-08-02T19:42:43Z,141,134,143,463,2.5859375
2020-08-02T19:52:54Z,130,121,130,463,2.48828125
2020-08-02T20:03:05Z,94,87,106,463,2.48828125
2020-08-02T20:13:10Z,169,161,174,2202,1.0
2020-08-02T20:23:21Z,177,169,175,1068,2.01953125
2020-08-02T20:33:31Z,160,152,163,1068,2.15234375
2020-08-02T20:43:42Z,143,135,148,1068,2.46484375
2020-08-02T20:53:53Z,142,134,146,1068,2.48828125
2020-08-02T21:04:03Z,201,194,201,2429,1.0
2020-08-02T21:14:14Z,178,170,181,3544,1.0
2020-08-02T21:24:25Z,181,173,182,4679,1.0
2020-08-02T21:34:36Z,181,171,184,6456,1.0
2020-08-02T21:44:47Z,167,165,188,9650,1.0
2020-08-02T21:54:58Z,161,167,195,13545,1.0
2020-08-02T22:05:16Z,164,167,201,19934,1.0
2020-08-02T22:15:27Z,136,156,203,32222,1.0
2020-08-02T22:25:32Z,139,152,198,33243,1.25
2020-08-02T22:35:42Z,130,150,204,33243,1.85546875
2020-08-02T22:46:20Z,120,139,198,33243,2.5859375
2020-08-02T22:56:33Z,68,82,140,33243,2.5859375
2020-08-02T23:06:44Z,31,46,93,33243,2.5859375
2020-08-02T23:16:55Z,26,42,90,33243,5.2265625
2020-08-02T23:27:13Z,19,31,70,28536,9.84765625
2020-08-02T23:37:28Z,9,15,40,28252,9.84765625
2020-08-02T23:47:39Z,17,23,50,33243,9.84765625
2020-08-02T23:57:50Z,9,13,31,33243,9.84765625
2020-08-03T00:08:01Z,6,8,19,33243,9.84765625
2020-08-03T00:18:13Z,5,5,10,33243,9.84765625
2020-08-03T00:28:24Z,4,4,6,33243,9.84765625
2020-08-03T00:38:35Z,4,3,4,33243,9.84765625
2020-08-03T00:48:46Z,4,3,2,33243,9.84765625
2020-08-03T00:58:57Z,3,2,2,33243,9.84765625
2020-08-03T01:09:08Z,3,2,2,33243,9.84765625
2020-08-03T01:19:19Z,3,2,1,33243,9.84765625
2020-08-03T01:29:30Z,3,2,1,33243,9.84765625
2020-08-03T01:39:41Z,3,2,1,33243,9.84765625
2020-08-03T01:49:52Z,4,2,1,33243,9.84765625
2020-08-03T02:00:00Z,1,1,0,29273,9.84765625
2020-08-03T02:10:11Z,4,3,1,33243,9.84765625
2020-08-03T02:20:22Z,4,3,2,33243,9.84765625
2020-08-03T02:30:33Z,4,3,3,33243,9.84765625
2020-08-03T02:40:44Z,5,4,5,33243,9.84765625
2020-08-03T02:51:01Z,2,2,2,28800,9.84765625
2020-08-03T03:01:12Z,6,6,10,33243,9.84765625
2020-08-03T03:11:23Z,8,10,22,33243,9.84765625
2020-08-03T03:21:34Z,13,18,39,33243,9.84765625
2020-08-03T03:31:45Z,25,33,69,33243,9.84765625
2020-08-03T03:41:53Z,15,24,58,28951,9.84765625
2020-08-03T03:52:01Z,20,34,76,33243,5.2265625
2020-08-03T04:02:12Z,53,75,135,33243,5.2265625
2020-08-03T04:12:23Z,97,124,189,33243,5.2265625
2020-08-03T04:22:34Z,127,152,208,33243,4.1328125
2020-08-03T04:32:43Z,137,156,207,33243,1.95703125
2020-08-03T04:42:55Z,144,161,204,33243,1.08203125
2020-08-03T04:53:06Z,147,160,195,28989,1.0
2020-08-03T05:03:11Z,186,192,216,21447,1.0
2020-08-03T05:13:22Z,189,194,217,14925,1.0
2020-08-03T05:23:33Z,191,193,214,12675,1.0
2020-08-03T05:33:45Z,163,165,190,4943,1.98828125
2020-08-03T05:44:02Z,166,163,185,3431,1.98828125
2020-08-03T05:54:12Z,189,182,201,3431,1.53515625
2020-08-03T06:04:24Z,153,146,166,1711,2.41796875
2020-08-03T06:14:39Z,173,164,178,1673,2.0
2020-08-03T06:24:50Z,175,165,181,1673,1.78125
2020-08-03T06:35:01Z,191,182,197,1673,1.6015625
2020-08-03T06:45:12Z,174,163,180,1219,1.98828125
2020-08-03T06:55:51Z,191,180,196,1219,1.5625
2020-08-03T07:06:30Z,144,132,150,595,2.5859375
2020-08-03T07:16:41Z,159,148,166,595,2.328125
2020-08-03T07:26:51Z,179,168,185,595,1.95703125
2020-08-03T07:37:02Z,187,177,193,595,1.8046875
2020-08-03T07:47:13Z,186,177,192,595,1.59375
2020-08-03T07:57:24Z,155,145,161,595,2.15234375
2020-08-03T08:07:35Z,149,141,154,595,2.41796875
2020-08-03T08:17:48Z,175,165,179,1314,1.0
2020-08-03T08:28:00Z,172,164,176,766,2.06640625
2020-08-03T08:38:14Z,176,167,180,709,2.03515625
2020-08-03T08:48:25Z,166,159,172,709,2.05078125
2020-08-03T08:58:33Z,177,168,182,1427,1.0
2020-08-03T09:08:44Z,187,178,190,1370,1.0
2020-08-03T09:18:55Z,175,166,178,539,2.0
2020-08-03T09:29:05Z,194,185,197,539,1.54296875
2020-08-03T09:39:16Z,199,192,203,539,1.44140625
2020-08-03T09:49:28Z,146,138,151,255,2.5859375
2020-08-03T09:59:40Z,153,144,156,255,2.5859375
2020-08-03T10:09:51Z,157,148,160,255,2.48828125
2020-08-03T10:20:01Z,169,161,172,274,2.13671875
2020-08-03T10:30:12Z,171,161,174,274,2.0
2020-08-03T10:40:23Z,171,160,174,274,2.0
2020-08-03T10:50:34Z,198,189,199,274,1.54296875
2020-08-03T11:00:46Z,146,136,148,123,2.5859375
2020-08-03T11:10:57Z,159,149,160,123,2.37109375
2020-08-03T11:21:08Z,161,151,162,123,2.37109375
2020-08-03T11:31:19Z,147,136,146,123,2.328125
2020-08-03T11:41:29Z,196,187,196,274,1.0390625
2020-08-03T11:51:39Z,198,191,199,293,1.01953125
2020-08-03T12:01:51Z,170,161,169,142,2.1171875
2020-08-03T12:11:59Z,192,184,192,293,1.01953125
2020-08-03T12:22:10Z,192,184,193,312,1.0234375
2020-08-03T12:32:21Z,197,189,197,312,1.046875
2020-08-03T12:42:48Z,165,155,165,123,2.20703125
2020-08-03T12:52:59Z,182,173,181,123,1.94140625
2020-08-03T13:03:10Z,184,175,184,123,1.6875
2020-08-03T13:13:20Z,172,161,171,123,1.6875
2020-08-03T13:23:47Z,154,145,153,85,2.44140625
2020-08-03T13:33:52Z,166,155,163,85,2.20703125
2020-08-03T13:43:58Z,156,145,151,47,2.48828125
2020-08-03T13:54:04Z,143,131,137,28,2.5859375
2020-08-03T14:04:10Z,130,119,124,28,2.5625
2020-08-03T14:14:16Z,115,105,111,28,2.5625
2020-08-03T14:24:22Z,126,116,121,28,2.5625
2020-08-03T14:34:29Z,155,144,147,28,2.265625
2020-08-03T14:44:35Z,165,158,166,28,1.8828125
2020-08-03T14:54:41Z,178,167,171,28,1.70703125
2020-08-03T15:04:47Z,119,110,114,28,2.0
2020-08-03T15:14:53Z,110,102,105,28,2.37109375
2020-08-03T15:24:59Z,126,116,122,28,2.41796875
2020-08-03T15:47:30Z,151,143,162,47,2.5859375
2020-08-03T15:48:48Z,191,183,199,85,2.13671875
2020-08-03T15:49:55Z,175,166,184,66,2.5859375
2020-08-03T15:50:40Z,192,184,202,85,1.8046875
2020-08-03T15:54:49Z,192,182,201,85,2.171875
2020-08-03T17:35:52Z,139,138,164,104,2.37109375
2020-08-03T17:36:45Z,150,150,176,123,2.05078125
2020-08-03T17:46:54Z,122,117,134,66,2.5859375
2020-08-03T17:56:38Z,184,173,179,104,2.37109375
2020-08-03T17:57:43Z,188,182,185,104,2.15234375
2020-08-03T18:04:35Z,195,185,188,104,2.265625
2020-08-03T18:05:31Z,194,183,185,85,2.3515625
2020-08-03T18:06:30Z,141,134,148,85,2.5859375
2020-08-03T18:06:44Z,145,136,152,104,2.5859375
2020-08-03T18:16:54Z,205,195,199,255,1.05078125
2020-08-03T18:27:07Z,183,174,183,444,1.0
2020-08-03T18:37:19Z,188,179,189,539,1.01953125
2020-08-03T18:47:30Z,197,190,199,614,1.0234375
2020-08-03T18:57:41Z,183,175,186,841,1.0
2020-08-03T19:07:50Z,190,183,193,917,1.0
2020-08-03T19:18:02Z,177,169,177,444,2.05078125
2020-08-03T19:28:14Z,194,187,196,1049,1.0078125
2020-08-03T19:38:25Z,176,165,183,1238,1.0
2020-08-03T19:48:42Z,196,187,199,1522,1.0
2020-08-03T19:58:54Z,179,170,183,1087,2.0
2020-08-03T20:09:07Z,177,168,180,1181,2.0
2020-08-03T20:19:18Z,176,171,193,3204,1.0
2020-08-03T20:29:30Z,196,189,207,2599,1.0
2020-08-03T20:39:41Z,187,177,193,2902,1.0
2020-08-03T20:49:50Z,179,171,190,3318,1.0
2020-08-03T20:52:18Z,174,166,185,1900,2.0
2020-08-03T21:02:29Z,177,172,194,5718,1.0
2020-08-03T21:12:41Z,174,165,181,2580,2.0
2020-08-03T21:22:51Z,184,172,189,5378,1.0
2020-08-03T21:33:01Z,184,172,188,6701,1.0
2020-08-03T21:43:11Z,174,172,197,8743,1.0
2020-08-03T21:53:22Z,156,166,205,14339,1.0
2020-08-03T22:03:32Z,154,165,206,19707,1.0
2020-08-03T22:13:42Z,131,152,201,25341,1.0
2020-08-03T22:23:52Z,121,149,204,33243,1.2109375
2020-08-03T22:34:03Z,121,147,206,33243,2.3515625
2020-08-03T22:44:12Z,75,101,167,33243,2.5859375
2020-08-03T22:54:22Z,39,60,114,33243,2.5859375
2020-08-03T23:04:33Z,16,29,68,33243,2.5859375
2020-08-03T23:14:44Z,20,34,76,33243,5.2265625
2020-08-03T23:24:57Z,18,25,60,29424,9.84765625
2020-08-03T23:35:10Z,11,13,33,28252,9.84765625
2020-08-03T23:45:23Z,8,8,18,28951,9.84765625
2020-08-03T23:55:33Z,6,5,7,28668,9.84765625
2020-08-04T00:05:45Z,4,3,3,29689,9.84765625
2020-08-04T00:15:55Z,4,3,1,29084,9.84765625
2020-08-04T00:26:05Z,4,2,1,28668,9.84765625
2020-08-04T00:36:17Z,3,2,0,29084,9.84765625
2020-08-04T00:46:29Z,3,2,0,29556,9.84765625
2020-08-04T00:56:40Z,2,1,0,29424,9.84765625
2020-08-04T01:06:51Z,3,2,0,28951,9.84765625
2020-08-04T01:17:01Z,3,2,0,28668,9.84765625
2020-08-04T01:27:15Z,4,2,0,28668,9.84765625
2020-08-04T01:37:25Z,4,2,0,29424,9.84765625
2020-08-04T01:47:36Z,4,2,0,28668,9.84765625
2020-08-04T01:57:50Z,3,2,0,28951,9.84765625
2020-08-04T02:08:00Z,5,2,0,28668,9.84765625
2020-08-04T02:18:14Z,4,2,0,28951,9.84765625
2020-08-04T02:28:24Z,5,2,1,28536,9.84765625
2020-08-04T02:38:35Z,6,2,1,29084,9.84765625
2020-08-04T02:48:48Z,6,3,1,29084,9.84765625
2020-08-04T02:58:59Z,6,3,2,28951,9.84765625
2020-08-04T03:09:09Z,6,4,4,28951,9.84765625
2020-08-04T03:19:21Z,7,5,5,28951,9.84765625
2020-08-04T03:29:32Z,10,7,11,28951,9.84765625
2020-08-04T03:39:51Z,14,15,29,29084,9.84765625
2020-08-04T03:50:05Z,21,23,48,28384,9.84765625
2020-08-04T04:00:18Z,19,27,58,33243,5.2265625
2020-08-04T04:10:30Z,16,27,57,33243,2.5859375
2020-08-04T04:20:48Z,44,62,112,33243,2.5859375
2020-08-04T04:30:58Z,86,108,169,33243,2.5859375
2020-08-04T04:41:10Z,126,151,206,33243,2.20703125
2020-08-04T04:51:20Z,142,153,202,33243,1.1015625
2020-08-04T05:01:33Z,174,161,181,12202,1.98828125
2020-08-04T05:11:48Z,188,178,199,23677,1.0
2020-08-04T05:21:59Z,162,161,192,7004,1.98828125
2020-08-04T05:32:12Z,167,167,197,7949,1.0
2020-08-04T05:42:22Z,166,163,190,6966,1.0
2020-08-04T05:52:35Z,180,170,186,1465,1.97265625
2020-08-04T06:02:48Z,174,166,183,1370,1.98828125
2020-08-04T06:13:00Z,175,166,183,1181,2.01953125
2020-08-04T06:23:17Z,180,170,184,1068,1.98828125
2020-08-04T06:33:30Z,178,168,182,879,2.03515625
2020-08-04T06:43:42Z,178,168,182,841,2.0
2020-08-04T06:53:52Z,178,168,190,2240,1.0
2020-08-04T07:04:04Z,170,162,186,728,2.03515625
2020-08-04T07:14:14Z,183,179,204,1673,1.0
2020-08-04T07:24:26Z,187,176,194,1484,1.0
2020-08-04T07:34:38Z,178,169,190,709,1.98828125
2020-08-04T07:44:49Z,200,192,204,992,1.01171875
2020-08-04T07:55:00Z,188,179,191,1257,1.0
2020-08-04T08:05:18Z,188,179,192,1578,1.0
2020-08-04T08:15:30Z,175,167,179,709,2.03515625
2020-08-04T08:25:48Z,174,165,178,558,2.05078125
2020-08-04T08:35:59Z,182,172,186,728,1.97265625
2020-08-04T08:46:12Z,189,180,193,1125,1.0078125
2020-08-04T08:56:27Z,174,166,178,822,2.05078125
2020-08-04T09:06:38Z,191,184,195,1635,1.0
2020-08-04T09:16:49Z,197,190,199,1352,1.0
2020-08-04T09:26:59Z,180,171,184,1597,1.0
2020-08-04T09:37:20Z,167,159,172,1276,1.0078125
2020-08-04T09:47:30Z,176,168,180,803,1.0
2020-08-04T09:57:43Z,196,189,199,690,1.01953125
2020-08-04T10:07:54Z,171,161,174,747,1.0
2020-08-04T10:18:04Z,191,183,194,974,1.0078125
2020-08-04T10:28:18Z,175,167,179,520,2.0
2020-08-04T10:38:30Z,173,165,176,444,2.08203125
2020-08-04T10:48:44Z,195,188,198,671,1.01953125
2020-08-04T10:58:54Z,168,159,171,614,1.0
2020-08-04T11:09:06Z,186,177,189,766,1.0
2020-08-04T11:19:17Z,199,192,202,766,1.015625
2020-08-04T11:29:29Z,197,190,200,577,1.0234375
2020-08-04T11:39:48Z,172,164,176,198,2.1015625
2020-08-04T11:49:58Z,200,193,202,387,1.0078125
2020-08-04T12:00:09Z,199,192,202,387,1.0078125
2020-08-04T12:10:19Z,201,193,203,387,1.0078125
2020-08-04T12:20:30Z,184,176,187,444,1.0
2020-08-04T12:30:44Z,179,171,181,444,1.015625
2020-08-04T12:40:55Z,177,167,176,123,2.01953125
2020-08-04T12:51:05Z,156,148,157,406,1.01953125
2020-08-04T13:01:20Z,161,151,160,104,2.2890625
2020-08-04T13:11:50Z,176,168,179,482,1.0
2020-08-04T13:22:03Z,189,180,188,312,1.01171875
2020-08-04T13:32:17Z,177,167,177,312,1.03515625
2020-08-04T13:42:29Z,148,137,146,66,2.30859375
2020-08-04T13:52:42Z,202,194,202,198,1.046875
2020-08-04T14:02:54Z,180,171,183,577,1.0
2020-08-04T14:13:05Z,189,182,193,539,1.0078125
2020-08-04T14:23:17Z,190,182,192,520,1.0078125
2020-08-04T14:33:28Z,192,183,194,577,1.0
2020-08-04T14:43:41Z,187,179,190,690,1.0
2020-08-04T14:53:52Z,174,165,176,255,2.1015625
2020-08-04T15:04:04Z,197,189,199,520,1.0078125
2020-08-04T15:14:18Z,174,166,177,312,2.08203125
2020-08-04T15:24:33Z,172,163,174,255,2.06640625
2020-08-04T15:34:48Z,182,173,184,633,1.0
2020-08-04T15:44:59Z,171,163,175,425,2.1015625
2020-08-04T15:55:12Z,172,164,175,312,2.08203125
2020-08-04T16:05:22Z,197,190,199,633,1.015625
2020-08-04T16:15:34Z,194,187,197,633,1.015625
2020-08-04T16:25:45Z,188,181,192,671,1.01953125
2020-08-04T16:35:55Z,186,177,189,784,1.0
2020-08-04T16:46:06Z,174,166,178,444,2.08203125
2020-08-04T16:56:20Z,168,159,170,369,2.1015625
2020-08-04T17:06:31Z,174,165,177,369,2.0
2020-08-04T17:16:41Z,171,163,175,1068,1.0
2020-08-04T17:26:52Z,170,161,173,1087,1.0
2020-08-04T17:37:03Z,185,177,189,1030,1.0
2020-08-04T17:47:14Z,181,172,185,1200,1.0
2020-08-04T17:57:24Z,199,191,203,1314,1.0078125
2020-08-04T18:07:35Z,189,181,192,1616,1.0
2020-08-04T18:17:46Z,174,165,177,974,2.03515625
2020-08-04T18:27:56Z,179,170,183,1654,1.0
2020-08-04T18:38:07Z,185,178,189,1843,1.0
2020-08-04T18:48:17Z,195,188,199,1767,1.0
2020-08-04T18:58:28Z,186,177,189,1938,1.0
2020-08-04T19:08:38Z,201,193,204,2070,1.0
2020-08-04T19:18:51Z,173,164,177,1295,2.0
2020-08-04T19:29:01Z,201,193,204,2732,1.0
2020-08-04T19:39:12Z,187,178,191,3507,1.0
2020-08-04T19:49:23Z,171,160,175,4754,1.0
2020-08-04T19:59:33Z,198,189,202,6872,1.0
2020-08-04T20:09:44Z,200,191,203,5794,1.0
2020-08-04T20:19:55Z,187,177,191,6853,1.0
2020-08-04T20:30:06Z,176,166,181,3374,1.97265625
2020-08-04T20:40:17Z,174,164,181,3979,2.0
2020-08-04T20:50:27Z,188,186,213,13091,1.0
2020-08-04T21:00:38Z,173,165,176,2694,2.0
2020-08-04T21:10:48Z,183,175,186,8592,1.0
2020-08-04T21:20:58Z,197,190,207,12335,1.0
2020-08-04T21:31:09Z,188,184,208,25435,1.0
2020-08-04T21:41:19Z,160,158,189,33243,1.046875
2020-08-04T21:51:29Z,140,154,201,33243,1.5078125
2020-08-04T22:01:39Z,112,144,205,33243,2.2890625
2020-08-04T22:11:50Z,92,127,192,33243,2.5859375
2020-08-04T22:22:00Z,72,103,168,33243,2.5859375
2020-08-04T22:32:10Z,43,67,123,33243,2.5859375
2020-08-04T22:42:21Z,19,34,73,33243,2.5859375
2020-08-04T22:52:32Z,18,34,77,33243,5.2265625
2020-08-04T23:02:45Z,13,24,58,27968,9.84765625
2020-08-04T23:12:58Z,6,9,26,28668,9.84765625
2020-08-04T23:23:08Z,3,4,10,29689,9.84765625
2020-08-04T23:33:19Z,2,2,3,29821,9.84765625
2020-08-04T23:43:29Z,2,1,1,29556,9.84765625
2020-08-04T23:53:39Z,2,1,0,29821,9.84765625
2020-08-05T00:03:50Z,1,1,0,29689,9.84765625
2020-08-05T00:14:00Z,1,1,0,28668,9.84765625
2020-08-05T00:24:10Z,1,1,0,28536,9.84765625
2020-08-05T00:34:21Z,1,1,0,28800,9.84765625
