file,r,g,b,coldev,contrast,satdev
2020-07-28T23:03:47Z,81,165,194,0.7449433817146677,2.9167519725673787,2.616494208315481
2020-07-28T23:04:51Z,80,164,194,0.7950836070439189,2.9969450337612846,2.8546068285006987
2020-07-28T23:05:55Z,80,166,197,0.8935813187047383,2.853579527786289,2.8382103735572093
2020-07-28T23:07:00Z,76,162,193,1.0230599184342808,3.786629965750677,3.0104482975048947
2020-07-28T23:08:04Z,69,150,183,0.731759312213586,2.6540915076920557,1.5362459038722271
2020-07-28T23:09:09Z,70,152,186,0.8716617457315864,3.8023991466700564,1.907084187591274
2020-07-28T23:10:13Z,65,145,180,0.9751883271098234,4.440784358001252,2.1778474036247175
2020-07-28T23:11:18Z,58,133,168,1.1929715755535901,5.156992488693331,3.093304745255007
2020-07-28T23:12:22Z,48,116,151,0.5687776660170117,2.135480498638791,2.0428862973918043
2020-07-28T23:13:26Z,44,111,145,0.6606338518125852,2.2068894718890095,2.1073173332283295
2020-07-28T23:14:31Z,42,107,141,0.6041193441234183,2.245470265627368,2.197446339382101
2020-07-28T23:15:36Z,38,99,133,0.6439532236249886,2.3348023574086896,2.1415573893297464
2020-07-28T23:16:40Z,37,97,131,0.6762380095008756,2.762759731096797,2.4823673990779724
2020-07-28T23:17:44Z,33,88,121,0.7896856459735133,2.2313378511534743,2.5273311028983865
2020-07-28T23:18:49Z,32,86,118,0.7422066026765153,2.606606358209513,2.7278180091148876
2020-07-28T23:19:53Z,30,83,115,0.7826407062585178,3.054612361403309,3.1574664334580156
2020-07-28T23:20:57Z,26,76,106,0.8172362272625834,4.449141486935396,4.267745134600682
2020-07-28T23:22:02Z,18,57,81,1.0315065526824003,1.9675921562702223,3.387592247944914
2020-07-28T23:23:07Z,17,55,78,1.0658879539508241,1.4236228777929845,2.8840972250453527
2020-07-28T23:24:11Z,18,57,82,1.032405101304218,1.1247998025119181,2.730187274572425
2020-07-28T23:25:15Z,21,64,91,0.9350690240798253,2.4145452885495304,3.3738067668849303
2020-07-28T23:26:19Z,20,64,91,0.9065729720889413,2.1162468225941455,3.0888590211564915
2020-07-28T23:27:23Z,18,61,88,0.9941440004055113,1.6239215614353706,3.0625178394397157
2020-07-28T23:28:28Z,17,59,86,0.9789214504060906,1.7545932733253966,3.0931139902403975
2020-07-28T23:29:33Z,16,57,82,1.0650917930388666,1.6584912334530353,3.324813082189347
2020-07-28T23:30:37Z,15,55,82,1.015836802452362,1.805238557297432,3.495513424840424
2020-07-28T23:31:42Z,15,57,84,0.9771041628058431,2.1635069670029954,3.6597770526103637
2020-07-28T23:32:46Z,15,55,81,1.0975095799081054,2.7733644532998523,4.49517123346396
2020-07-28T23:33:50Z,12,49,74,1.101298467530124,2.158910680027827,4.28660132591303
2020-07-28T23:34:55Z,10,45,70,1.0129570450377778,2.0682036755153246,4.536703830009748
2020-07-28T23:35:59Z,9,43,67,0.988739256821444,1.8976570591159392,4.315708148113288
2020-07-28T23:37:03Z,9,40,63,1.0855208273489194,1.403132276696639,4.08171751678946
2020-07-28T23:38:08Z,8,38,59,1.1899960684242883,0.891899615007296,3.910492026787161
2020-07-28T23:39:12Z,7,37,59,1.170975573611954,1.0287399220573747,4.110570213651781
2020-07-28T23:40:17Z,7,35,57,1.181904999626708,1.4973503236628345,4.83254828447783
2020-07-28T23:41:21Z,7,32,53,1.302259137615651,1.4220416660412705,4.87331929758525
2020-07-28T23:42:25Z,6,32,53,1.2401611392151,1.17003567534487,4.51979977358036
2020-07-28T23:43:29Z,5,32,53,1.1954360814558225,1.5285912597075832,5.040840110307302
2020-07-28T23:45:30Z,1,10,17,4.319090416711075,0.9809160020891073,9.957501452992974
2020-07-28T23:59:07Z,1,5,6,11.597919916520521,0.39133277390373056,19.19056006491229
2020-07-28T23:59:28Z,8,17,24,4.238886009356398,1.0698138222865798,7.337475253838717
2020-07-29T00:09:54Z,6,12,15,6.012812752151254,1.0028506099254957,8.520695055254354
2020-07-29T00:11:42Z,6,10,13,11.536775232627724,0.9914093866464561,9.534832508563747
2020-07-29T00:12:21Z,7,10,13,13.78725916979569,0.9118082514179692,10.67259517514348
2020-07-29T00:12:58Z,0,1,0,16.06304285036318,0.11378913534882942,5.808439826067194
2020-07-29T00:12:59Z,0,4,5,9.90100248823676,0.3887721410273785,16.49323946237485
2020-07-29T00:13:00Z,1,5,5,15.905351723629597,0.49919492411745486,23.151781309589545
2020-07-29T00:13:01Z,4,8,10,13.023709191747654,0.8381274547994935,15.52685577555433
2020-07-29T00:14:54Z,0,1,0,16.101801970849397,0.10865472991094499,5.070144382249309
2020-07-29T00:14:55Z,0,3,4,16.022326266911275,0.31680079182148885,14.762063654047196
2020-07-29T00:14:56Z,3,6,7,15.059141711305566,0.6781943930762452,20.538655031351414
2020-07-29T00:14:58Z,5,9,12,10.1866041723753,1.0059835020657317,13.852102507689379
2020-07-29T00:25:02Z,0,1,0,12.428134191630667,0.10354267041478064,3.168116949600586
2020-07-29T00:25:03Z,0,3,2,12.279000211973603,0.31133501906286415,28.755257573391322
2020-07-29T00:25:04Z,1,3,2,17.343575749609528,0.4122351645042033,28.26662526964247
2020-07-29T00:25:05Z,4,5,4,74.52494074973382,0.6776464306143912,16.473176048380907
2020-07-29T00:35:09Z,1,2,1,62.724197779683,5.56187068149114,42.583128136323154
2020-07-29T00:35:10Z,3,3,5,114.69484802851527,6.637535686472521,31.13023163782651
2020-07-29T00:35:11Z,5,4,6,122.50768648945466,6.897457624469166,21.97798158457625
2020-07-29T00:35:12Z,8,7,11,71.28030080086201,7.240324481152022,12.277343984897287
2020-07-29T00:39:16Z,0,0,0,52.97347156807135,0.1203176479788031,49.49510216868958
2020-07-29T00:39:17Z,2,2,1,45.05035358840766,0.4888752721727088,36.477119166058216
2020-07-29T00:39:18Z,4,3,2,64.29258904166342,0.7623496475021935,32.663408063577585
2020-07-29T00:39:19Z,10,5,5,164.3899101775762,1.368208037396787,14.274134098544028
2020-07-29T00:49:24Z,0,0,0,43.148066530494376,0.08391785146773287,41.436599684388256
2020-07-29T00:49:25Z,2,2,0,42.01964877833318,0.33598906626709246,29.03536278167217
2020-07-29T00:49:26Z,5,3,2,58.98967950365283,0.7448075018785387,26.686369433255162
2020-07-29T00:49:27Z,8,3,4,162.64496630283915,1.0528506852739408,18.837915952754468
2020-07-29T00:59:31Z,0,0,0,55.48657127694344,0.10073600528325556,46.575382732283835
2020-07-29T00:59:32Z,1,1,0,58.51580320907527,0.1997916500645268,45.57045447095341
2020-07-29T00:59:33Z,3,2,2,163.1670391422378,0.47468607873749685,18.57798759370691
2020-07-29T00:59:34Z,4,3,3,164.73793562325272,0.7094069597992448,16.358321739582404
2020-07-29T01:09:38Z,0,0,0,57.06569472011039,0.10010591609077035,49.880785199037476
2020-07-29T01:09:39Z,1,1,0,33.42688055228766,0.16008475502659059,32.831473962723514
2020-07-29T01:09:40Z,2,1,0,27.777802162372865,0.32660740709472014,41.15234173590568
2020-07-29T01:09:41Z,5,2,2,118.70423873797462,0.7221338102378697,25.815612262394602
2020-07-29T01:19:45Z,0,0,0,39.509171897910136,0.06602765324037746,32.670128305748726
2020-07-29T01:19:46Z,0,1,0,65.21947986203052,0.1307184927724983,47.83884305205934
2020-07-29T01:19:47Z,1,1,1,70.40235687191583,0.24981508153733253,15.35800319959538
2020-07-29T01:19:48Z,3,2,2,162.92196248849095,0.32392603826948135,24.208117285893312
2020-07-29T01:29:52Z,0,0,0,42.3271424767516,0.07165864853635115,35.23018653237886
2020-07-29T01:29:53Z,0,1,0,61.556159443346544,0.1247748539760926,49.38837652715722
2020-07-29T01:29:54Z,1,1,0,34.09696431833099,0.19691669994222336,42.31473871536038
2020-07-29T01:29:55Z,2,2,2,160.38570100464295,0.3050239070772594,24.633120268180832
2020-07-29T01:39:59Z,0,0,0,15.919331786202212,0.02626080442512267,10.368252189279314
2020-07-29T01:40:00Z,0,1,0,46.3275886333078,0.12883811876888654,31.626865507633823
2020-07-29T01:40:01Z,1,1,1,21.65502595906995,0.24293359528495997,4.454040138383109
2020-07-29T01:40:02Z,2,2,2,114.47878405951258,0.30609706594342884,18.906395540817634
2020-07-29T01:50:06Z,0,0,0,13.101569982582951,0.02147050311597392,8.771878023905025
2020-07-29T01:50:07Z,0,1,0,40.659922692256586,0.1221099306946424,29.681504686100254
2020-07-29T01:50:08Z,2,1,2,100.48192137691267,0.3123181490262954,18.59654500164411
2020-07-29T02:00:13Z,0,0,0,13.8168661354399,0.022745283246477576,9.637020735650593
2020-07-29T02:00:14Z,0,1,0,39.95772939013759,0.12150947698050156,29.331175598550452
2020-07-29T02:00:15Z,2,1,2,98.91138280951466,0.3033092974892542,16.986723408992166
2020-07-29T02:10:20Z,0,1,0,20.229793154309284,0.10606495260419162,11.992616500203194
2020-07-29T02:10:21Z,1,1,2,101.37123182736774,0.3251801964290126,18.40323474400343
2020-07-29T02:10:22Z,2,2,3,119.76551107719088,0.41075512061692354,17.083751282492898
2020-07-29T02:20:27Z,0,0,0,6.196572470959386,0.010125118416600304,0.0
2020-07-29T02:20:28Z,1,1,2,118.05605030325623,0.3390550863831454,25.315917678772013
2020-07-29T02:20:29Z,2,2,3,101.24926739015413,0.382826886860612,19.191722197091586
2020-07-29T02:30:34Z,0,0,0,1.4718579202007784,0.002404996601635259,0.0
2020-07-29T02:30:35Z,0,1,0,24.31250621174845,0.10953318066980462,5.2151074577562815
2020-07-29T02:30:36Z,0,1,2,48.637217597781174,0.23255425357372253,24.17302613660514
2020-07-29T02:30:37Z,2,2,5,23.124695382009183,0.3756310510693997,18.001081052389203
2020-07-29T02:40:41Z,0,1,0,4.269635969518543,0.028714949943684884,0.6132741334169911
2020-07-29T02:40:42Z,0,1,4,19.320759365978727,0.37137345234326014,16.76997714709019
2020-07-29T02:40:43Z,1,2,6,20.82970696694871,0.47720158262894274,14.718135432106644
2020-07-29T02:40:44Z,2,3,8,14.636967527236068,0.6058355220589253,12.753096134022112
2020-07-29T02:50:48Z,0,1,0,28.712316314071312,0.13272945192854507,6.147045791171476
2020-07-29T02:50:49Z,0,2,6,8.357201381529833,0.3539944822497181,11.516982218832158
2020-07-29T02:50:50Z,1,3,9,10.56842036676148,0.5208738484244062,14.604779151931622
2020-07-29T02:50:51Z,2,4,12,7.655929555415081,0.6745073690678479,13.06934876728509
2020-07-29T03:00:55Z,0,1,3,9.605353238756926,0.1515364611873159,13.91676956102886
2020-07-29T03:00:56Z,0,5,13,4.585992304740543,0.5658231749793677,9.133781383468971
2020-07-29T03:00:57Z,3,5,17,4.037698935886056,0.6138279535080158,8.283743812697775
2020-07-29T03:00:58Z,5,8,22,3.221616977431419,0.8178972867914517,7.218382673601758
2020-07-29T03:11:02Z,0,3,10,3.8249493697407786,0.4145396012198645,9.020484184529206
2020-07-29T03:11:03Z,3,10,28,2.677149999138899,0.7767037857732817,6.884045032991828
2020-07-29T03:11:04Z,10,17,43,1.9875525620709629,1.1439562913812775,4.632430901364519
2020-07-29T03:21:09Z,2,6,18,2.8244472123121303,0.5335729392249624,6.474003218105532
2020-07-29T03:21:10Z,12,20,49,3.3270014660604375,1.2673383118093782,4.161636900132138
2020-07-29T03:21:11Z,20,28,64,1.9022315021679586,1.5860986174203198,3.3897424550446966
2020-07-29T03:31:16Z,9,19,48,1.7212128150591306,1.3594527329182906,4.1219639130034755
2020-07-29T03:31:17Z,27,44,92,1.5351747210964208,2.3017854238247755,2.9799543074352948
2020-07-29T03:41:22Z,35,48,95,1.5589507404364142,2.7932706840683252,2.641624899392427
2020-07-29T03:51:26Z,66,85,148,0.9911834311046633,3.647118473014339,2.3985876903639682
2020-07-29T04:01:32Z,125,141,202,1.2278134795340117,3.493792415049623,2.663514033186647
2020-07-29T04:11:36Z,164,161,211,3.0465402720523236,3.4654432737132366,2.370866699645331
2020-07-29T04:21:41Z,163,164,203,2.674661603856515,4.439157239446546,1.919838903302911
2020-07-29T04:31:45Z,151,167,210,1.1280390353780623,6.007589288013874,4.273208800952288
2020-07-29T04:41:50Z,145,166,204,1.1494825879280954,4.114118513734932,2.4896786406578006
2020-07-29T04:51:54Z,142,165,205,1.1276206284070143,3.362704046329346,2.3418445373354158
2020-07-29T05:01:59Z,144,165,210,1.676429207166336,4.951605615482087,6.977142056040697
2020-07-29T05:12:04Z,149,174,218,2.4013732936910936,5.287074216401045,8.146373017397467
2020-07-29T05:22:08Z,150,172,211,3.6124414390658957,6.6289973068709385,7.8934763857220185
2020-07-29T05:32:12Z,150,172,213,3.7059024158525085,8.680927524547041,14.067246387598358
2020-07-29T05:42:17Z,133,166,219,2.53395476545878,8.088339791263975,11.710203786893132
2020-07-29T05:52:22Z,139,168,218,2.131435212317534,5.673908868283351,9.24724328328536
2020-07-29T06:02:28Z,138,168,220,1.4028654549725994,4.238607110996431,5.881496893232703
2020-07-29T06:12:33Z,146,170,218,1.1575608861365767,4.251172092918576,4.56645862110569
2020-07-29T06:22:38Z,180,179,204,16.466223042104215,3.375511825849816,7.366347867384579
2020-07-29T06:32:43Z,180,175,198,5.8025896280139415,3.133973116587793,1.3702919768438913
2020-07-29T06:42:47Z,193,184,201,5.713824383718386,3.299623139904909,1.3123885291895778
2020-07-29T06:52:51Z,188,181,193,15.742647159697565,5.140539081827993,1.1729047710159448
2020-07-29T07:02:56Z,189,181,201,6.2259458804856935,3.9123693294457156,1.8087949925393039
2020-07-29T07:13:00Z,190,179,195,11.94004749362378,4.847077591230531,1.106644685814872
2020-07-29T07:20:27Z,253,254,252,5.105180168325526,0.7666901868986288,2.0479687579908905
2020-07-29T07:23:25Z,253,254,252,3.4444293986126007,0.11429405957487254,1.1664947911561254
2020-07-29T07:30:43Z,253,254,252,3.0058947066355297,0.08165729318557087,1.2176512807930453
2020-07-29T07:31:22Z,253,254,252,1.3801483800709182,0.07877463205923305,1.0806342340509976
2020-07-29T07:31:23Z,211,204,220,6.714201466289732,3.0307307085776913,2.6314030103649855
2020-07-29T07:31:24Z,153,143,165,7.248563076760914,3.85625213864663,1.2740614377381871
2020-07-29T07:38:21Z,253,254,252,11.900033042277775,2.247018439545503,5.471377959256373
2020-07-29T07:38:22Z,223,218,227,24.859646780701095,6.242970691111171,4.250166731779993
2020-07-29T07:38:23Z,173,166,180,24.03966158343382,7.150822924518353,2.1682715700803055
2020-07-29T07:41:04Z,253,254,252,12.257494711254331,2.2072812414510032,5.331386850511825
2020-07-29T07:41:05Z,223,217,224,16.222783544428697,5.874079912283022,2.733910301990957
2020-07-29T07:41:06Z,172,163,173,20.433952471182717,6.572560683388506,1.1390101720541228
2020-07-29T07:51:10Z,202,196,206,8.880645043977527,3.8644057663636366,1.388305750653128
2020-07-29T07:51:11Z,181,173,185,8.346471976000485,3.8382969811695107,0.6021441819123123
2020-07-29T08:00:30Z,254,255,253,0.0,0.0,0.0
2020-07-29T08:00:32Z,156,148,162,6.597689452318003,3.5614313315168706,0.7907273200546037
2020-07-29T08:10:37Z,211,204,219,7.141115221871644,3.008636005071797,2.7377049116732706
2020-07-29T08:10:38Z,183,174,192,7.105578839288355,3.5313395416245266,1.7686127334437574
2020-07-29T08:16:44Z,254,255,253,0.0,0.0,0.0
2020-07-29T08:16:45Z,201,192,203,5.916901434868277,4.305781053740274,1.6705848412682838
2020-07-29T08:26:49Z,207,199,210,6.18563609755087,1.9305363338752728,1.2080880332925474
2020-07-29T08:26:50Z,174,165,178,6.691526603490534,2.2852513061780315,0.7494962702959085
2020-07-29T08:36:54Z,205,199,209,7.246950109590061,2.389899583710052,1.2657360714222041
2020-07-29T08:36:55Z,173,164,177,7.605322850250735,2.8528236331299617,0.8152574657465865
2020-07-29T08:47:00Z,176,167,180,7.660549769276603,2.752472574373342,0.7751588182348934
2020-07-29T08:57:05Z,207,200,210,5.372138963662317,1.3917968787114694,1.2743740223457014
2020-07-29T08:57:06Z,174,165,178,6.0158198394605025,1.6308852765881483,0.6551101719125922
2020-07-29T09:07:10Z,161,164,208,3.845854357710817,4.890043860676242,3.240738554442758
2020-07-29T09:14:33Z,254,255,253,0.0,0.0,0.0
2020-07-29T09:14:34Z,169,190,238,1.8599953963624354,6.136320350782674,12.939728458180525
2020-07-29T09:16:22Z,254,255,253,0.0,0.0,0.0
2020-07-29T09:16:23Z,160,184,236,1.3395149075941122,5.258623139557676,12.792659645447587
2020-07-29T09:17:52Z,254,255,253,0.0,0.0,0.0
2020-07-29T09:17:53Z,162,184,233,2.288217122863628,7.9197478513528665,17.493462096762148
2020-07-29T09:27:57Z,157,164,206,8.984309205271721,10.769114563149317,5.784467232360123
2020-07-29T09:31:34Z,254,255,253,0.0,0.0,0.0
2020-07-29T09:31:35Z,201,202,233,10.641611413575118,9.25364288825821,15.944564820828674
2020-07-29T09:31:36Z,147,147,185,11.259639149940343,11.0203846421999,5.844915949203372
2020-07-29T09:32:40Z,169,169,205,11.656846500032222,9.818810867612951,6.07600331103069
2020-07-29T09:33:45Z,167,169,205,14.540432127700436,9.450709585730658,6.379358015702736
2020-07-29T09:34:50Z,165,167,202,18.214892760884254,10.631114577790228,6.701886863809351
2020-07-29T09:35:55Z,166,166,201,20.663710894874466,12.431696954194873,6.314973014884233
2020-07-29T09:36:59Z,178,173,198,25.47575760817537,11.595943190928278,5.500281534431703
2020-07-29T09:38:04Z,184,176,198,19.64618186948689,9.421543686222009,3.666859254714934
2020-07-29T09:39:09Z,192,180,192,19.423747512157746,8.226028429205321,1.7607981943546058
2020-07-29T09:40:14Z,193,182,194,15.158550257243885,5.451137288753404,1.4307582526507001
2020-07-29T09:41:19Z,203,193,204,9.570188619857882,3.061326697034642,1.3170313076167592
2020-07-29T09:42:23Z,207,198,210,8.793815967538928,3.6832305380584582,1.767945113556796
2020-07-29T09:42:24Z,172,161,177,7.751477647904467,4.47393268682365,1.035700300946311
2020-07-29T09:43:28Z,189,178,190,14.32999880194111,5.754770827793114,1.853357346740613
2020-07-29T09:44:34Z,194,185,194,11.712181357075389,3.83281237063141,1.1811401829582755
2020-07-29T09:45:38Z,195,186,197,11.565733334571467,3.5804677647437178,1.0505902407425944
2020-07-29T09:46:43Z,189,180,192,10.530860092808407,3.5520438272238466,1.282474660721504
2020-07-29T09:47:47Z,202,194,204,10.223265667687265,3.296516645729911,1.1731292754272313
2020-07-29T09:48:52Z,200,192,203,9.979733721898596,3.0853692113455335,1.4816243611984048
2020-07-29T09:49:57Z,197,188,201,8.20015043790482,3.0489883535339373,1.584194588810201
2020-07-29T09:51:02Z,195,186,198,8.582150132903228,4.319729717911783,1.5112621948717906
2020-07-29T09:52:06Z,183,175,186,8.988240533586284,5.454973979404794,1.2243811187821074
2020-07-29T09:53:11Z,184,174,185,14.58336899563098,6.73787387719258,1.6110901410458267
2020-07-29T09:54:16Z,183,174,184,15.877553762168787,7.814730665448352,1.8924199499630865
2020-07-29T09:55:21Z,182,173,183,16.798843902515323,9.187054113716467,1.9176121343557413
2020-07-29T09:56:26Z,179,170,179,14.6414824436834,10.123207620632087,2.000262606456563
2020-07-29T09:57:30Z,176,167,176,11.768339206479697,10.468749293087754,2.0121494653908534
2020-07-29T09:58:35Z,172,162,172,10.88999728369114,9.642220424354703,1.8478716765562833
2020-07-29T09:59:39Z,165,156,166,10.020217689702946,8.635892691979414,1.448197335005719
2020-07-29T10:00:43Z,157,147,158,9.070026838349568,7.259367378216523,1.14452602979053
2020-07-29T10:01:49Z,254,255,253,0.0,0.0,0.0
2020-07-29T10:01:50Z,224,219,226,6.8949802319650315,4.969889349576478,7.754557389407774
2020-07-29T10:01:51Z,171,162,173,9.398714764819532,6.799344736401374,1.182784653929245
2020-07-29T10:05:20Z,254,255,253,0.0,0.0,0.0
2020-07-29T10:05:21Z,234,229,234,100.09367362243404,9.543381289676278,37.94051263357999
2020-07-29T10:05:22Z,191,182,190,6.951996305274271,13.593517661847468,3.2463306238555307
2020-07-29T10:15:27Z,184,174,179,13.538834762870055,10.838085902773678,1.691187064290972
2020-07-29T10:25:33Z,181,170,190,14.15723211227074,5.115158939827283,3.165486032341153
2020-07-29T10:35:38Z,181,171,185,18.71567105774748,4.9932111209759595,2.679197763980526
2020-07-29T10:45:43Z,181,170,188,20.52222834856558,8.068255617942095,2.996417943605086
2020-07-29T10:55:47Z,189,182,196,20.040129030267764,7.283327066732086,4.937150879182063
2020-07-29T11:05:52Z,102,122,185,2.432975152522276,8.412790273818423,6.254189442602135
2020-07-29T11:15:56Z,143,151,196,27.823371717297203,15.410630225464534,8.437912209738458
2020-07-29T11:26:01Z,180,177,202,29.365611011557874,13.57359954677521,8.718627717133218
2020-07-29T11:36:05Z,213,207,215,22.703446109469272,8.30968957310454,5.167975730391629
2020-07-29T11:36:06Z,168,159,170,21.836220311681036,9.597573130251511,3.0743967612081673
2020-07-29T11:46:10Z,156,148,158,10.374827969057707,8.471097149258089,1.2781040782966118
2020-07-29T11:56:15Z,188,180,190,9.759646651252506,7.701234628914381,2.1533454027208574
2020-07-29T12:06:20Z,193,184,193,8.991993486705951,6.175041510017575,1.7119725873981315
2020-07-29T12:16:25Z,190,182,192,6.344657275256781,2.8402858744375914,1.0231065455829258
2020-07-29T12:26:29Z,203,195,203,7.482480196576731,5.70316422852147,2.1066806969906477
2020-07-29T12:26:30Z,138,127,137,7.723238488857164,6.114473444228966,0.8154788596574142
2020-07-29T12:36:35Z,211,204,211,6.886088533452675,1.8890295016970526,1.0673929631967742
2020-07-29T12:36:36Z,179,169,178,8.05941917982747,2.364874697565517,0.8080974295728535
2020-07-29T12:46:40Z,190,182,191,9.729865294542414,2.59658757813032,1.1351581735187664
2020-07-29T12:56:45Z,166,156,166,8.206306763640828,9.897686863732893,1.771263714332346
2020-07-29T13:06:50Z,199,190,199,10.114934063983924,5.415666461926619,1.7527776112174382
2020-07-29T13:16:54Z,198,189,198,8.636515360687868,5.0509702791425095,1.6695188778158365
2020-07-29T13:26:59Z,198,189,197,8.577510494309088,6.264849533366355,2.320766131317022
2020-07-29T13:37:04Z,190,182,190,8.43101281679431,3.187993315282229,1.2087862628174704
2020-07-29T13:47:08Z,194,185,194,7.923363658309419,3.9469179828543584,1.368343135550492
2020-07-29T13:57:13Z,179,169,178,9.808385507053702,6.561307394412336,1.1739540356691145
2020-07-29T14:07:18Z,190,182,191,8.815318511985197,7.7305586462689835,2.468464232352354
2020-07-29T14:17:22Z,205,197,205,9.460907846899435,3.642759925215388,1.3639062946618126
2020-07-29T14:17:23Z,170,160,170,10.299180079389593,4.249297044233324,0.9161157070461347
2020-07-29T14:27:28Z,192,184,195,12.306117939658895,7.20981622786227,6.473042845268842
2020-07-29T14:37:33Z,195,188,196,8.591232726770368,3.337327687461124,1.046560621348543
2020-07-29T14:47:37Z,210,203,209,78.45172523413574,11.87941653993379,30.23190738909473
2020-07-29T14:47:38Z,166,157,164,40.47799775928748,16.2672563403243,14.378759985279133
2020-07-29T14:57:42Z,194,185,193,9.35797467913879,3.9090984668295463,1.3422043391083822
2020-07-29T15:07:47Z,178,169,178,9.234581503458845,6.596641755011397,1.4011800950796487
2020-07-29T15:17:51Z,188,180,189,10.33465763601828,5.095483622882553,1.0821117827968023
2020-07-29T15:27:55Z,185,178,187,8.332319141195397,6.784674888087068,1.296473675338419
2020-07-29T15:38:00Z,224,219,224,82.41257767348819,10.785023274570204,31.740135688796535
2020-07-29T15:38:01Z,155,146,153,44.28542438718985,16.208874838894758,11.242762745787145
2020-07-29T15:48:05Z,250,249,248,93.9121758100238,5.204547317782098,30.94705190007793
2020-07-29T15:48:06Z,175,163,164,165.3132192991425,16.957921549072292,24.429818052255857
2020-07-29T15:58:11Z,186,179,189,9.82045906415759,8.271462338723895,2.9213558999630216
2020-07-29T16:08:16Z,145,134,138,87.48956177374879,17.349473728977454,6.234502081362766
2020-07-29T16:18:21Z,248,247,246,117.30137703349763,4.913598996170077,36.02102988147445
2020-07-29T16:18:22Z,163,151,151,162.6768676251453,16.952508638278946,14.339607655555449
2020-07-29T16:28:27Z,240,241,246,71.55321415156399,6.85774708498022,33.87148079920592
2020-07-29T16:28:28Z,157,152,161,94.06765594231415,20.37574264881938,15.308023601770707
2020-07-29T16:38:33Z,244,244,244,111.67174771783925,6.624619331092911,44.271177546987815
2020-07-29T16:38:34Z,150,143,147,72.80443827497899,17.989818739112362,12.551219880576252
2020-07-29T16:48:39Z,137,126,129,109.73596163074932,12.198290133766642,1.6789828393003585
2020-07-29T16:58:44Z,218,214,222,65.73220099706815,9.155054545765896,23.299708246456554
2020-07-29T16:58:45Z,93,87,95,19.803117002606925,10.827893806116458,1.124575148202644
2020-07-29T17:08:49Z,226,220,223,118.80087314233357,10.07665104694052,36.061939722334515
2020-07-29T17:08:50Z,157,146,151,114.4775375673799,15.373799843547351,3.511736369029866
2020-07-29T17:18:55Z,223,217,219,116.03662265748106,8.463833092983434,24.91873252147198
2020-07-29T17:18:56Z,149,138,143,81.01483462012965,12.112460392958024,3.3226160111956453
2020-07-29T17:29:00Z,206,200,206,59.12473822568012,11.054008540674996,21.672344832235254
2020-07-29T17:29:01Z,145,137,145,45.20890377180724,13.854314250525945,2.546225909813173
2020-07-29T17:39:05Z,233,227,229,140.10428880019407,9.178692624209905,32.59307025593393
