time,temp
2020-07-28T05:44:16Z,22.79
2020-07-28T05:54:15Z,22.70
2020-07-28T06:04:15Z,22.79
2020-07-28T06:14:14Z,22.79
2020-07-28T06:24:14Z,22.70
2020-07-28T06:34:13Z,22.70
2020-07-28T06:44:12Z,22.79
2020-07-28T06:54:11Z,22.70
2020-07-28T07:04:10Z,22.70
2020-07-28T07:14:09Z,22.79
2020-07-28T07:24:08Z,22.70
2020-07-28T07:34:07Z,22.70
2020-07-28T07:44:06Z,22.79
2020-07-28T07:54:05Z,22.70
2020-07-28T08:04:05Z,23.05
2020-07-28T08:14:04Z,23.14
2020-07-28T08:24:03Z,22.52
2020-07-28T08:34:02Z,22.43
2020-07-28T08:44:02Z,22.61
2020-07-28T08:54:01Z,22.61
2020-07-28T09:04:05Z,22.43
2020-07-28T09:14:05Z,22.17
2020-07-28T09:24:04Z,22.17
2020-07-28T09:34:03Z,21.91
2020-07-28T09:44:03Z,21.99
2020-07-28T09:54:02Z,22.26
2020-07-28T10:04:02Z,22.35
2020-07-28T10:14:01Z,22.35
2020-07-28T10:24:00Z,22.43
2020-07-28T10:33:59Z,22.35
2020-07-28T10:43:58Z,22.35
2020-07-28T10:53:57Z,22.43
2020-07-28T11:03:57Z,22.43
2020-07-28T11:13:56Z,22.43
2020-07-28T11:23:55Z,22.79
2020-07-28T11:34:09Z,22.87
2020-07-28T11:44:08Z,22.79
2020-07-28T11:54:07Z,22.87
2020-07-28T12:04:07Z,22.87
2020-07-28T12:14:05Z,23.05
2020-07-28T12:24:05Z,23.14
2020-07-28T12:34:05Z,23.32
2020-07-28T12:44:04Z,23.49
2020-07-28T12:54:03Z,23.67
2020-07-28T13:04:02Z,23.76
2020-07-28T13:14:02Z,23.85
2020-07-28T13:24:01Z,23.85
2020-07-28T13:34:00Z,23.76
2020-07-28T13:43:59Z,23.85
2020-07-28T13:53:58Z,23.85
2020-07-28T14:03:57Z,23.93
2020-07-28T14:13:56Z,24.02
2020-07-28T14:23:55Z,24.11
2020-07-28T14:33:54Z,24.11
2020-07-28T14:43:53Z,24.29
2020-07-28T14:53:52Z,24.38
2020-07-28T15:03:52Z,24.38
2020-07-28T15:13:51Z,24.47
2020-07-28T15:23:50Z,24.56
2020-07-28T15:33:49Z,24.38
2020-07-28T15:43:48Z,24.38
2020-07-28T15:53:47Z,24.29
2020-07-28T16:03:46Z,24.11
2020-07-28T16:13:45Z,24.11
2020-07-28T16:23:45Z,24.11
2020-07-28T16:33:43Z,24.11
2020-07-28T16:43:42Z,24.11
2020-07-28T16:53:57Z,24.02
2020-07-28T17:03:55Z,24.02
2020-07-28T17:13:54Z,23.93
2020-07-28T17:23:53Z,23.85
2020-07-28T17:33:53Z,23.76
2020-07-28T17:43:52Z,23.93
2020-07-28T17:53:52Z,23.76
2020-07-28T18:03:51Z,23.67
2020-07-28T18:13:50Z,23.67
2020-07-28T18:23:49Z,23.67
2020-07-28T18:33:48Z,23.67
2020-07-28T18:43:46Z,23.67
2020-07-28T18:53:45Z,23.58
2020-07-28T19:03:44Z,23.49
2020-07-28T19:13:43Z,23.49
2020-07-28T19:23:42Z,23.58
2020-07-28T19:33:42Z,23.76
2020-07-28T20:25:17Z,22.43
2020-07-28T20:38:48Z,22.52
2020-07-28T20:48:47Z,22.26
2020-07-28T20:58:46Z,22.17
2020-07-28T21:08:45Z,22.17
2020-07-28T21:18:44Z,21.20
2020-07-28T21:28:44Z,22.26
2020-07-28T21:38:43Z,22.43
2020-07-29T00:04:24Z,21.91
2020-07-29T00:16:02Z,21.29
2020-07-29T00:19:56Z,21.38
2020-07-29T00:29:55Z,22.52
2020-07-29T00:39:54Z,22.52
2020-07-29T00:49:53Z,22.52
2020-07-29T00:59:51Z,22.79
2020-07-29T01:10:05Z,22.79
2020-07-29T01:20:04Z,22.79
2020-07-29T01:30:03Z,22.79
2020-07-29T01:40:02Z,22.79
2020-07-29T01:50:00Z,22.79
2020-07-29T01:59:59Z,22.79
2020-07-29T02:09:58Z,22.79
2020-07-29T02:19:57Z,22.70
2020-07-29T02:29:57Z,22.79
2020-07-29T02:39:55Z,22.70
2020-07-29T02:49:54Z,22.70
2020-07-29T02:59:53Z,22.79
2020-07-29T03:09:52Z,22.79
2020-07-29T03:19:51Z,22.79
2020-07-29T03:29:49Z,22.70
2020-07-29T03:39:48Z,22.70
2020-07-29T03:49:47Z,22.70
2020-07-29T03:59:46Z,22.70
2020-07-29T04:09:45Z,22.70
2020-07-29T04:19:44Z,22.61
2020-07-29T04:29:43Z,22.61
2020-07-29T04:39:42Z,22.61
2020-07-29T04:49:41Z,22.61
2020-07-29T04:59:55Z,22.61
2020-07-29T05:09:54Z,22.61
2020-07-29T05:19:52Z,22.70
2020-07-29T05:29:51Z,22.70
2020-07-29T05:39:50Z,22.70
2020-07-29T05:49:48Z,22.70
2020-07-29T05:59:47Z,22.70
2020-07-29T06:09:46Z,22.79
2020-07-29T06:19:45Z,22.70
2020-07-29T06:29:44Z,22.61
2020-07-29T06:39:43Z,22.61
2020-07-29T06:49:42Z,22.52
2020-07-29T06:59:40Z,22.87
2020-07-29T07:09:39Z,22.79
2020-07-29T07:19:38Z,22.96
2020-07-29T07:29:38Z,23.14
2020-07-29T07:39:37Z,23.23
2020-07-29T07:49:36Z,23.14
2020-07-29T07:59:35Z,23.32
2020-07-29T08:09:33Z,23.23
2020-07-29T08:19:32Z,23.14
2020-07-29T08:29:46Z,23.05
2020-07-29T08:39:45Z,23.14
2020-07-29T08:49:44Z,21.03
2020-07-29T08:59:43Z,20.94
2020-07-29T09:09:42Z,22.70
2020-07-29T09:19:41Z,22.96
2020-07-29T09:29:39Z,23.14
2020-07-29T09:39:38Z,23.14
2020-07-29T09:49:37Z,23.40
2020-07-29T09:59:36Z,23.32
2020-07-29T10:09:35Z,23.40
2020-07-29T10:19:34Z,23.49
2020-07-29T10:29:33Z,23.40
2020-07-29T10:39:32Z,23.40
2020-07-29T10:49:31Z,23.32
2020-07-29T10:59:30Z,23.32
2020-07-29T11:09:30Z,23.23
2020-07-29T11:19:29Z,23.14
2020-07-29T11:29:28Z,23.14
2020-07-29T11:39:27Z,23.14
2020-07-29T11:49:26Z,23.05
2020-07-29T11:59:25Z,23.05
2020-07-29T12:09:24Z,22.96
2020-07-29T12:19:23Z,23.14
2020-07-29T12:29:37Z,23.14
2020-07-29T12:39:36Z,23.14
2020-07-29T12:49:35Z,23.14
2020-07-29T12:59:34Z,23.05
2020-07-29T13:09:33Z,22.96
2020-07-29T13:19:32Z,23.14
2020-07-29T13:29:30Z,23.05
2020-07-29T13:39:29Z,22.87
2020-07-29T13:49:28Z,22.96
2020-07-29T13:59:27Z,22.96
2020-07-29T14:09:26Z,22.87
2020-07-29T14:19:25Z,22.87
2020-07-29T14:29:24Z,22.87
2020-07-29T14:39:23Z,22.79
2020-07-29T14:49:22Z,22.87
2020-07-29T14:59:21Z,22.79
2020-07-29T15:09:20Z,22.79
2020-07-29T15:19:19Z,22.70
2020-07-29T15:29:17Z,22.79
2020-07-29T15:39:17Z,22.87
2020-07-29T15:49:16Z,23.58
2020-07-29T15:59:15Z,23.05
2020-07-29T16:09:14Z,23.32
2020-07-29T16:19:13Z,23.32
2020-07-29T16:29:27Z,24.64
2020-07-29T16:39:26Z,23.93
2020-07-29T16:49:25Z,23.49
2020-07-29T16:59:24Z,23.32
2020-07-29T17:09:23Z,23.14
2020-07-29T17:19:22Z,23.05
2020-07-29T17:29:21Z,23.05
2020-07-29T17:39:20Z,23.14
2020-07-29T17:49:19Z,23.14
2020-07-29T17:59:18Z,23.67
2020-07-29T18:09:17Z,23.32
2020-07-29T18:19:17Z,23.14
2020-07-29T18:29:16Z,23.14
2020-07-29T18:39:15Z,23.05
2020-07-29T18:49:14Z,23.14
2020-07-29T18:59:13Z,22.96
2020-07-29T19:09:13Z,22.87
2020-07-29T19:19:12Z,23.05
2020-07-29T19:29:11Z,23.05
2020-07-29T19:39:10Z,23.05
2020-07-29T19:49:09Z,22.96
2020-07-29T19:59:08Z,22.87
2020-07-29T20:09:07Z,22.79
2020-07-29T20:19:06Z,22.79
2020-07-29T20:29:05Z,22.79
2020-07-29T20:39:04Z,22.79
2020-07-29T20:49:03Z,22.79
2020-07-29T20:59:16Z,22.70
2020-07-29T21:09:15Z,22.70
2020-07-29T21:19:15Z,22.70
2020-07-29T21:29:14Z,22.70
2020-07-29T21:39:13Z,22.79
2020-07-29T21:49:13Z,22.61
2020-07-29T21:59:12Z,22.61
2020-07-29T22:09:11Z,22.52
2020-07-29T22:19:10Z,22.52
2020-07-29T22:29:10Z,22.43
2020-07-29T22:39:09Z,22.43
