time,temp
2020-07-27T18:24:56Z,17.00
2020-07-27T18:34:55Z,17.70
2020-07-27T18:44:55Z,19.54
2020-07-27T18:54:54Z,19.28
2020-07-27T19:04:54Z,18.67
2020-07-27T19:14:53Z,18.93
2020-07-27T19:24:53Z,17.88
2020-07-27T19:34:53Z,17.26
2020-07-27T19:44:52Z,18.49
2020-07-27T19:54:51Z,14.80
2020-07-27T20:04:51Z,15.68
2020-07-27T20:14:50Z,16.91
2020-07-27T20:24:49Z,15.77
2020-07-27T20:34:49Z,14.54
2020-07-27T20:44:49Z,12.94
2020-07-27T20:54:48Z,12.49
2020-07-27T21:05:02Z,12.40
2020-07-27T21:15:01Z,12.58
2020-07-27T21:25:00Z,12.22
2020-07-27T21:34:59Z,12.13
2020-07-27T21:44:58Z,11.41
2020-07-27T21:54:58Z,11.32
2020-07-27T22:04:57Z,11.50
2020-07-27T22:14:45Z,11.41
2020-07-27T22:24:44Z,11.14
2020-07-27T22:34:58Z,11.59
2020-07-27T22:44:57Z,10.96
2020-07-27T22:54:56Z,11.23
2020-07-27T23:04:56Z,11.14
2020-07-27T23:14:55Z,11.05
2020-07-27T23:24:54Z,10.87
2020-07-27T23:34:53Z,10.42
2020-07-27T23:44:52Z,10.51
2020-07-27T23:54:51Z,10.42
2020-07-28T00:04:50Z,10.51
2020-07-28T00:14:49Z,10.42
2020-07-28T00:24:48Z,10.42
2020-07-28T00:34:47Z,10.78
2020-07-28T00:44:47Z,10.42
2020-07-28T00:54:46Z,10.42
2020-07-28T01:04:45Z,10.32
2020-07-28T01:14:43Z,9.96
2020-07-28T01:24:42Z,10.23
2020-07-28T01:34:42Z,10.14
2020-07-28T01:44:41Z,10.05
2020-07-28T01:54:40Z,10.23
2020-07-28T02:04:39Z,10.05
2020-07-28T02:14:38Z,10.23
2020-07-28T02:24:37Z,10.23
2020-07-28T02:34:36Z,10.05
2020-07-28T02:44:35Z,10.05
2020-07-28T02:54:34Z,9.96
2020-07-28T03:04:33Z,10.05
2020-07-28T03:14:32Z,10.05
2020-07-28T03:24:46Z,9.96
2020-07-28T03:34:45Z,9.96
2020-07-28T03:44:44Z,9.78
2020-07-28T03:54:43Z,9.87
2020-07-28T04:04:42Z,9.78
2020-07-28T04:14:41Z,9.96
2020-07-28T04:24:40Z,10.23
2020-07-28T04:34:39Z,10.14
2020-07-28T04:44:38Z,10.05
2020-07-28T04:54:37Z,9.78
2020-07-28T05:04:36Z,10.05
2020-07-28T05:14:35Z,10.51
2020-07-28T05:24:34Z,10.87
2020-07-28T05:34:34Z,10.87
2020-07-28T05:44:33Z,10.78
2020-07-28T05:54:32Z,10.96
2020-07-28T06:04:31Z,11.23
2020-07-28T06:14:31Z,11.41
2020-07-28T06:24:30Z,11.23
2020-07-28T06:34:29Z,11.50
2020-07-28T06:44:28Z,11.86
2020-07-28T06:54:27Z,12.13
2020-07-28T07:04:26Z,12.85
2020-07-28T07:14:25Z,12.13
2020-07-28T07:24:25Z,12.67
2020-07-28T07:34:23Z,12.13
2020-07-28T07:44:22Z,12.67
2020-07-28T07:54:22Z,12.76
2020-07-28T08:04:21Z,12.13
2020-07-28T08:14:21Z,12.58
2020-07-28T08:24:20Z,12.94
2020-07-28T08:34:19Z,12.13
2020-07-28T08:44:19Z,12.13
2020-07-28T08:54:18Z,12.94
2020-07-28T09:04:22Z,14.63
2020-07-28T09:14:21Z,14.36
2020-07-28T09:24:21Z,13.83
2020-07-28T09:34:20Z,14.01
2020-07-28T09:44:19Z,15.51
2020-07-28T09:54:19Z,13.65
2020-07-28T10:04:19Z,13.92
2020-07-28T10:14:18Z,14.45
2020-07-28T10:24:17Z,14.09
2020-07-28T10:34:16Z,13.92
2020-07-28T10:44:15Z,16.83
2020-07-28T10:54:14Z,13.83
2020-07-28T11:04:14Z,19.02
2020-07-28T11:14:13Z,20.07
2020-07-28T11:24:12Z,18.05
2020-07-28T11:34:26Z,17.53
2020-07-28T11:44:25Z,20.07
2020-07-28T11:54:24Z,21.91
2020-07-28T12:04:23Z,16.83
2020-07-28T12:14:23Z,15.24
2020-07-28T12:24:22Z,17.97
2020-07-28T12:34:21Z,21.82
2020-07-28T12:44:21Z,21.03
2020-07-28T12:54:20Z,22.70
2020-07-28T13:04:19Z,24.56
2020-07-28T13:14:19Z,22.96
